"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","10603-9","Spermatozoa.abnormal midpiece/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"ADD","106042-5","Bacteria","Prid","Pt","Mmlk","Nom","Culture","MICRO"
"ADD","106045-8","Fungus","Prid","Pt","Bil fld","Nom","Culture","MICRO"
"BEFORE","10604-7","Spermatozoa.abnormal tail/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10604-7","Spermatozoa.abnormal tail/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"ADD","106047-4","Ova & parasites","Prid","Pt","BAL","Nom","Microscopy.light","MICRO"
"ADD","106048-2","Ova & parasites","Prid","Pt","Asp","Nom","Microscopy.light","MICRO"
"BEFORE","10605-4","Spermatozoa.agglutinated/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10605-4","Spermatozoa.agglutinated/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10606-2","Spermatozoa.amorphous head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10606-2","Spermatozoa.amorphous head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10607-0","Spermatozoa.coiled tail/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10607-0","Spermatozoa.coiled tail/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10608-8","Spermatozoa.cytoplasmic droplet/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10608-8","Spermatozoa.cytoplasmic droplet/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10609-6","Spermatozoa.duplicate head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10609-6","Spermatozoa.duplicate head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10610-4","Spermatozoa.duplicate tail/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10610-4","Spermatozoa.duplicate tail/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","106110-0","Spermatozoa Ab/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","106110-0","Spermatozoa Ab/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10611-2","Spermatozoa.immotile/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10611-2","Spermatozoa.immotile/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","106117-5","Spermatozoa Ab.IgA+IgG/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","106117-5","Spermatozoa Ab.IgA+IgG/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","106118-3","Spermatozoa Ab.IgG/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","106118-3","Spermatozoa Ab.IgG/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","106119-1","Spermatozoa Ab.IgA/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","106119-1","Spermatozoa Ab.IgA/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10612-0","Spermatozoa.large oval head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10612-0","Spermatozoa.large oval head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","106120-9","Spermatozoa Ab.IgG/100 spermatozoa","NFr","Pt","Cervix","Qn","Immunobead","FERT"
"CHANGED","106120-9","Spermatozoa Ab.IgG/Spermatozoa","NFr","Pt","Cervix","Qn","Immunobead","FERT"
"BEFORE","106127-4","Spermatozoa Ab.IgA/100 spermatozoa","NFr","Pt","Cervix","Qn","Immunobead","FERT"
"CHANGED","106127-4","Spermatozoa Ab.IgA/Spermatozoa","NFr","Pt","Cervix","Qn","Immunobead","FERT"
"BEFORE","10613-8","Spermatozoa.viable/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10613-8","Spermatozoa.viable/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10614-6","Spermatozoa.motile with IgA/100 spermatozoa","NFr","Pt","Semen","Qn","Immunobead","FERT"
"CHANGED","10614-6","Spermatozoa.motile with IgA/Spermatozoa","NFr","Pt","Semen","Qn","Immunobead","FERT"
"BEFORE","10615-3","Spermatozoa.motile with IgA/100 spermatozoa","NFr","Pt","Semen","Qn","Mixed antiglobulin reaction","FERT"
"CHANGED","10615-3","Spermatozoa.motile with IgA/Spermatozoa","NFr","Pt","Semen","Qn","Mixed antiglobulin reaction","FERT"
"BEFORE","10616-1","Spermatozoa.motile with IgG/100 spermatozoa","NFr","Pt","Semen","Qn","Immunobead","FERT"
"CHANGED","10616-1","Spermatozoa.motile with IgG/Spermatozoa","NFr","Pt","Semen","Qn","Immunobead","FERT"
"BEFORE","10617-9","Spermatozoa.motile with IgG/100 spermatozoa","NFr","Pt","Semen","Qn","Mixed antiglobulin reaction","FERT"
"CHANGED","10617-9","Spermatozoa.motile with IgG/Spermatozoa","NFr","Pt","Semen","Qn","Mixed antiglobulin reaction","FERT"
"BEFORE","10618-7","Spermatozoa.motile with IgM/100 spermatozoa","NFr","Pt","Semen","Qn","Immunobead","FERT"
"CHANGED","10618-7","Spermatozoa.motile with IgM/Spermatozoa","NFr","Pt","Semen","Qn","Immunobead","FERT"
"BEFORE","10619-5","Spermatozoa.motile with IgM/100 spermatozoa","NFr","Pt","Semen","Qn","Mixed antiglobulin reaction","FERT"
"CHANGED","10619-5","Spermatozoa.motile with IgM/Spermatozoa","NFr","Pt","Semen","Qn","Mixed antiglobulin reaction","FERT"
"BEFORE","10620-3","Spermatozoa.nonprogressive/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10620-3","Spermatozoa.nonprogressive/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10621-1","Spermatozoa.normal head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10621-1","Spermatozoa.normal head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10622-9","Spermatozoa.normal/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10622-9","Spermatozoa.normal/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10623-7","Spermatozoa.pin head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10623-7","Spermatozoa.pin head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10624-5","Spermatozoa.rapid/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10624-5","Spermatozoa.rapid/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10625-2","Spermatozoa.round head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10625-2","Spermatozoa.round head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"ADD","106257-9","Guidance for placement of non-tunneled central venous catheter","Find","Pt","Head+Neck>Jugular vein.unilateral","Doc","US","RAD"
"BEFORE","10626-0","Spermatozoa.slow/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10626-0","Spermatozoa.slow/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10627-8","Spermatozoa.small oval head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10627-8","Spermatozoa.small oval head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10628-6","Spermatozoa.tail swelling/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10628-6","Spermatozoa.tail swelling/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10629-4","Spermatozoa.vacuolated head/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","10629-4","Spermatozoa.vacuolated head/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","10635-1","Acanthamoeba sp identified","Prid","Pt","Eye","Nom","Organism specific culture","MICRO"
"CHANGED","10635-1","Acanthamoeba sp","Prid","Pt","Eye","Nom","Organism specific culture","MICRO"
"BEFORE","10636-9","Acanthamoeba sp identified","Prid","Pt","Eye","Nom","Wet preparation","MICRO"
"CHANGED","10636-9","Acanthamoeba sp","Prid","Pt","Eye","Nom","Wet preparation","MICRO"
"BEFORE","10639-3","Actinomycetes.thermophilic identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","10639-3","Actinomycetes.thermophilic","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"ADD","106417-9","Phenibut","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","106418-7","Three-Item Loneliness scale","-","Pt","^Patient","-","Three-Item Loneliness Scale","PANEL.SURVEY.SDOH"
"BEFORE","10641-9","Amoeba identified","Prid","Pt","Asp","Nom","Immune stain","MICRO"
"CHANGED","10641-9","Amoeba","Prid","Pt","Asp","Nom","Immune stain","MICRO"
"ADD","106421-1","Total score","Score","Pt","^Patient","Qn","Three-Item Loneliness Scale","SURVEY.SDOH"
"ADD","106422-9","Total score","Score","30D","^Patient","Qn","TSI-6","SURVEY.SDOH"
"ADD","106423-7","6-item Transportation Security Index","-","Pt","^Patient","-","TSI-6","PANEL.SURVEY.SDOH"
"BEFORE","10642-7","Amoeba identified","Prid","Pt","Asp","Nom","Wet preparation","MICRO"
"CHANGED","10642-7","Amoeba","Prid","Pt","Asp","Nom","Wet preparation","MICRO"
"ADD","106428-6","Total score","Score","Pt","^Patient","Qn","TSI-16","SURVEY.SDOH"
"ADD","106429-4","Botulinum neurotoxin producing species","Prid","Pt","Isolate","Nom","Endopep-MS","MICRO"
"ADD","106430-2","Clostridium botulinum toxin","Prid","Pt","Specimen","Nom","Endopep-MS","MICRO"
"ADD","106431-0","Clostridium botulinum toxin","Prid","Pt","Isolate/Specimen","Nom","Endopep-MS","MICRO"
"ADD","106432-8","cefTAZidime+cloxacillin","Susc","Pt","Isolate","OrdQn","Agar diffusion","ABXBACT"
"ADD","106433-6","Cefoxitin","Susc","Pt","Isolate","Ord","","ABXBACT"
"ADD","106434-4","Aztreonam+Avibactam","Susc","Pt","Isolate","OrdQn","MIC","ABXBACT"
"BEFORE","10643-5","Amoeba identified","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"CHANGED","10643-5","Amoeba","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"ADD","106435-1","Beta lactamase.AmpC type","Susc","Pt","Isolate","OrdQn","","ABXBACT"
"ADD","106436-9","TGFBR3 & OGA gene rearrangements","Find","Pt","Tiss","Doc","FISH","MOLPATH.REARRANGE"
"ADD","106437-7","Cabotegravir","MCnc","Pt","Bld","Qn","","DRUG/TOX"
"ADD","106438-5","Flour dust Ab.IgE","PrThr","Pt","Ser/Plas","SemiQn","RAST","ALLERGY"
"ADD","106439-3","Whiting Ab.IgE","PrThr","Pt","Ser/Plas","SemiQn","RAST","ALLERGY"
"ADD","106440-1","Japanese alder Ab.IgE","PrThr","Pt","Ser/Plas","SemiQn","RAST","ALLERGY"
"ADD","106441-9","Saltbush annual Ab.IgE","PrThr","Pt","Ser/Plas","SemiQn","RAST","ALLERGY"
"ADD","106442-7","Cumulative dose","Dosage","Lifetime","^Patient","Qn","","ONCOLOGY"
"BEFORE","10644-3","Arthropod identified","Prid","Pt","XXX","Nom","","MICRO"
"CHANGED","10644-3","Arthropod","Prid","Pt","XXX","Nom","","MICRO"
"ADD","106443-5","Pediatric cancer survivorship summary","Find","Pt","^Patient","Doc","","DOC.MISC"
"BEFORE","10647-6","Babesia sp identified","Prid","Pt","Bld","Nom","Thick film","MICRO"
"CHANGED","10647-6","Babesia sp","Prid","Pt","Bld","Nom","Thick film","MICRO"
"BEFORE","10648-4","Babesia sp identified","Prid","Pt","Bld","Nom","Thin film","MICRO"
"CHANGED","10648-4","Babesia sp","Prid","Pt","Bld","Nom","Thin film","MICRO"
"ADD","106506-9","Opiates panel","-","Pt","Urine","-","LC/MS/MS","PANEL.DRUG/TOX"
"ADD","106507-7","California encephalitis virus Ab.IgG & IgM","Find","Pt","CSF","Ord","IF","MICRO"
"ADD","106508-5","Human papilloma virus 16 mRNA","PrThr","Pt","Vag","Ord","Probe.amp.tar","MICRO"
"ADD","106509-3","Human papilloma virus 18+45 mRNA","PrThr","Pt","Vag","Ord","Probe.amp.tar","MICRO"
"ADD","106510-1","Is mother of advanced age","Find","Pt","^Patient","Ord","","MISC"
"ADD","106513-5","Annual salt bush Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","106514-3","Japanese alder Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","106515-0","Whiting Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","106516-8","Flour dust Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","106519-2","t(14;19)(q32;q13) (IGH, BCL3)","Find","Pt","Bld/Bone mar","Ord","FISH","MOLPATH"
"ADD","106521-8","Subepithelial autoimmune blistering disease panel","-","Pt","Ser/Plas","-","","PANEL.MOLPATH"
"ADD","106522-6","Completion information","Find","Pt","{Setting}","Doc","{Role}","DOC.ONTOLOGY"
"ADD","106530-9","Albumin.glycated/Albumin.total","SRto","Pt","Ser/Plas","Qn","IA","CHEM"
"ADD","106531-7","Cabozantinib^trough","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"ADD","106532-5","Laminin 332 Ab.IgG","PrThr","Pt","Ser/Plas","Ord","IF","MOLPATH"
"ADD","106533-3","P200 pemphigoid Ab.IgG","PrThr","Pt","Ser/Plas","Ord","IF","MOLPATH"
"ADD","106534-1","Collagen type VII Ab.IgG","PrThr","Pt","Ser/Plas","Ord","IF","MOLPATH"
"ADD","106535-8","Ceftobiprole^pre infusion","MCnc","Pt","Ser","Qn","","DRUG/TOX"
"ADD","106536-6","Ceftobiprole^post infusion","MCnc","Pt","Ser","Qn","","DRUG/TOX"
"ADD","106537-4","Ceftobiprole^1H post infusion","MCnc","Pt","Ser","Qn","","DRUG/TOX"
"ADD","106538-2","Ceftobiprole","Mass","Pt","Dose","Qn","","DRUGDOSE"
"ADD","106539-0","cefTAZidime^trough","MCnc","Pt","Ser","Qn","","DRUG/TOX"
"ADD","106540-8","Avibactam^trough","MCnc","Pt","Ser","Qn","","DRUG/TOX"
"ADD","106541-6","cefTAZidime+Avibactam","Mass","Pt","Dose","Qn","","DRUGDOSE"
"ADD","106542-4","Lacosamide^trough","MCnc","Pt","Ser","Qn","","DRUG/TOX"
"ADD","106543-2","Lacosamide","Mass","Pt","Dose","Qn","","DRUGDOSE"
"ADD","106544-0","10-Hydroxycarbazepine","Mass","Pt","Dose","Qn","","DRUGDOSE"
"ADD","106546-5","Mitochondria Ab","ACnc","Pt","Ser","Qn","IA","SERO"
"ADD","106548-1","Myelin oligodendrocyte glycoprotein Ab.IgG","PrThr","Pt","Ser/Plas","Ord","IF","SERO"
"ADD","106549-9","Clostridioides difficile toxin A DNA","PrThr","Pt","Stool","Ord","Probe.amp.tar","MICRO"
"ADD","106550-7","Clostridioides difficile toxin B DNA","PrThr","Pt","Stool","Ord","Probe.amp.tar","MICRO"
"ADD","106551-5","Clostridioides difficile toxin A+B DNA","PrThr","Pt","Stool","Ord","Probe.amp.tar","MICRO"
"ADD","106552-3","Campylobacter sp DNA","PrThr","Pt","Stool","Ord","Probe.amp.tar","MICRO"
"ADD","106553-1","Shigella species+EIEC DNA","PrThr","Pt","Stool","Ord","Probe.amp.tar","MICRO"
"ADD","106554-9","Escherichia coli shiga-like toxin DNA","PrThr","Pt","Stool","Ord","Probe.amp.tar","MICRO"
"ADD","106555-6","Herpes simplex virus 1 DNA","PrThr","Pt","Thrt","Ord","Probe.amp.tar","MICRO"
"ADD","106557-2","Herpes simplex virus 2 DNA","PrThr","Pt","Thrt","Ord","Probe.amp.tar","MICRO"
"BEFORE","10655-9","Coccidia identified","Prid","Pt","Duod fld","Nom","Acid fast stain","MICRO"
"CHANGED","10655-9","Coccidia","Prid","Pt","Duod fld","Nom","Acid fast stain","MICRO"
"ADD","106560-6","Treponema pallidum DNA","PrThr","Pt","Vag","Ord","Probe.amp.tar","MICRO"
"ADD","106561-4","Treponema pallidum DNA","PrThr","Pt","Urine","Ord","Probe.amp.tar","MICRO"
"ADD","106562-2","Trichomonas vaginalis DNA","PrThr","Pt","Thrt","Ord","Probe.amp.tar","MICRO"
"ADD","106563-0","Ureaplasma urealyticum+Ureaplasma parvum DNA","PrThr","Pt","Thrt","Ord","Probe.amp.tar","MICRO"
"ADD","106564-8","Ureaplasma urealyticum+Ureaplasma parvum DNA","PrThr","Pt","Vag","Ord","Probe.amp.tar","MICRO"
"ADD","106565-5","Ureaplasma urealyticum+Ureaplasma parvum DNA","PrThr","Pt","Urine","Ord","Probe.amp.tar","MICRO"
"ADD","106566-3","Mycoplasma hominis DNA","PrThr","Pt","Thrt","Ord","Probe.amp.tar","MICRO"
"BEFORE","10656-7","Coccidia identified","Prid","Pt","Stool","Nom","Acid fast stain","MICRO"
"CHANGED","10656-7","Coccidia","Prid","Pt","Stool","Nom","Acid fast stain","MICRO"
"ADD","106567-1","Gardnerella vaginalis DNA","PrThr","Pt","Thrt","Ord","Probe.amp.tar","MICRO"
"ADD","106568-9","Gardnerella vaginalis DNA","PrThr","Pt","Vag","Ord","Probe.amp.tar","MICRO"
"ADD","106569-7","Gardnerella vaginalis DNA","PrThr","Pt","Urine","Ord","Probe.amp.tar","MICRO"
"ADD","106570-5","Mycoplasma genitalium DNA","PrThr","Pt","Anal","Ord","Probe.amp.tar","MICRO"
"ADD","106571-3","Herpes simplex virus 2 DNA","PrThr","Pt","Anal","Ord","Probe.amp.tar","MICRO"
"ADD","106572-1","Neisseria gonorrhoeae DNA","PrThr","Pt","Anal","Ord","Probe.amp.tar","MICRO"
"ADD","106573-9","Trichomonas vaginalis DNA","PrThr","Pt","Anal","Ord","Probe.amp.tar","MICRO"
"ADD","106574-7","Mycoplasma hominis DNA","PrThr","Pt","Anal","Ord","Probe.amp.tar","MICRO"
"ADD","106575-4","Gardnerella vaginalis DNA","PrThr","Pt","Anal","Ord","Probe.amp.tar","MICRO"
"ADD","106576-2","Treponema pallidum DNA","PrThr","Pt","Anal","Ord","Probe.amp.tar","MICRO"
"ADD","106577-0","Ureaplasma urealyticum+Ureaplasma parvum DNA","PrThr","Pt","Anal","Ord","Probe.amp.tar","MICRO"
"ADD","106578-8","Monkeypox virus clade Ia DNA","PrThr","Pt","Specimen","Ord","Probe.amp.tar","MICRO"
"ADD","106579-6","Monkeypox virus clade Ib DNA","PrThr","Pt","Specimen","Ord","Probe.amp.tar","MICRO"
"ADD","106580-4","Smoking consumption^during pregnancy","Find","Pt","^Patient","Nom","","CLIN.RISK"
"ADD","106581-2","Bacteroides fragilis DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106582-0","Candida albicans DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","10658-3","Cyanobacterium identified","Prid","Pt","Water","Nom","Microscopy.light","MICRO"
"CHANGED","10658-3","Cyanobacterium","Prid","Pt","Water","Nom","Microscopy.light","MICRO"
"ADD","106583-8","Candida auris DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106584-6","Candida glabrata DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106585-3","Candida krusei DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106586-1","Candida parapsilosis DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106587-9","Candida tropicalis DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106588-7","Escherichia coli DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106589-5","Klebsiella aerogenes DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106590-3","Cryptococcus gattii+neoformans DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","10659-1","Cyclospora sp identified","Prid","Pt","Stool","Nom","Acid fast stain","MICRO"
"CHANGED","10659-1","Cyclospora sp","Prid","Pt","Stool","Nom","Acid fast stain","MICRO"
"ADD","106591-1","Enterobacter cloacae complex DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106592-9","Enterococcus faecium DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106593-7","Enterococcus faecalis DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106594-5","Streptococcus agalactiae DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106595-2","Haemophilus influenzae DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106596-0","Klebsiella oxytoca DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106597-8","Klebsiella pneumoniae DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106598-6","Listeria monocytogenes DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106599-4","Neisseria meningitidis DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106600-0","Proteus sp DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106601-8","Pseudomonas aeruginosa DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106602-6","Staphylococcus epidermidis DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106603-4","Serratia marcescens DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106604-2","Staphylococcus aureus DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106605-9","Staphylococcus lugdunensis DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106606-7","Stenotrophomonas maltophilia DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
"ADD","106607-5","Streptococcus pneumoniae DNA","PrThr","Pt","Body fld","Ord","Non-probe.amp.tar","MICRO"
