"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"58080-3","","","","","","","","","","Penicillin (Bewertung nur gültig für Meningitis)","Penicillin (Bewertung nur gültig für Meningitis)"
"54169-8","","","","","","","","","","Thiamphenicol","Thiamphenicol"
"54170-6","","","","","","","","","","Imipenem+EDTA","Imipenem+EDTA"
"54197-9","","","","","","","","","","Piperacillin+Sulbactam","Piperacillin+Sulbactam"
"54200-1","","","","","","","","","","Griseofulvin","Griseofulvin"
"55614-2","","","","","","","","","","Amoxicillin+Sulbactam","Amoxicillin+Sulbactam"
"55625-8","","","","","","","","","","Cefacetril","Cefacetril"
"55657-1","","","","","","","","","","Clindamycin (Hochdosis)","Clindamycin (Hochdosis)"
"55670-4","","","","","","","","","","Dibekacin","Dibekacin"
"55676-1","","","","","","","","","","Flumequin","Flumequin"
"55682-9","","","","","","","","","","Isoconazol","Isoconazol"
"55691-0","","","","","","","","","","Ornidazol","Ornidazol"
"55696-9","","","","","","","","","","Oxolinsäure","Oxolinsäure"
"55706-6","","","","","","","","","","Piromidsäure","Piromidsäure"
"55717-3","","","","","","","","","","Ticarcillin+Sulbactam","Ticarcillin+Sulbactam"
"54908-9","","","","","","","","","","Cefminox","Cefminox"
"55635-7","","","","","","","","","","Cefamandol+Sulbactam","Cefamandol+Sulbactam"
"55649-8","","","","","","","","","","Ceftazidim+Sulbactam","Ceftazidim+Sulbactam"
"56286-8","","","","","","","","","","IgG4 i1 Bienenift","IgG4 i1 Bienenift"
"56434-4","","","","","","","","","","IgG4 i3 Wespe","IgG4 i3 Wespe"
"57095-2","","","","","","","","","","Anidulafungin","Anidulafungin"
"58085-2","","","","","","","","","","Penicillin","Penicillin"
"50653-5","","","","","","","","","","IgE tx8 Bäume","IgE tx8 Bäume"
"51503-1","","","","","","","","","","Procain-Penicillin G","Procain-Penicillin G"
"51694-8","","","","","","","","","","Carumonam","Carumonam"
"51698-9","","","","","","","","","","Dapson","Dapson"
"60535-2","","","","","","","","","","Doripenem","Doripenem"
"54191-2","","","","","","","","","","Cefotaxim+Sulbactam","Cefotaxim+Sulbactam"
"54928-7","","","","","","","","","","Tinidazol","Tinidazol"
"65340-2","","","","","","","","","","Micafungin","Micafungin"
"6-7","","","","","","","","","","Amantadine [Susceptibility]","Amantadine [Susceptibility]"
"69574-2","","","","","","","","","","Furazolidon","Furazolidon"
"6985-6","","","","","","","","","","Beta-Laktamase","Beta-Laktamase"
"6984-9","","","","","","","","","","Extended-Spectrum Beta-Laktamase (ESBL)","Extended-Spectrum Beta-Laktamase (ESBL)"
"73585-2","","","","","","","","","","Nitazoxanid","Nitazoxanid"
"73592-8","","","","","","","","","","Plazomicin","Plazomicin"
"73594-4","","","","","","","","","","Omadacyclin","Omadacyclin"
"73599-3","","","","","","","","","","Fidaxomicin","Fidaxomicin"
"73601-7","","","","","","","","","","Danofloxacin","Danofloxacin"
"73606-6","","","","","","","","","","Besifloxacin","Besifloxacin"
"73586-0","","","","","","","","","","Tedizolid","Tedizolid"
"73588-6","","","","","","","","","","Sarafloxacin","Sarafloxacin"
"73591-0","","","","","","","","","","Premafloxacin","Premafloxacin"
"73596-9","","","","","","","","","","Marbofloxacin","Marbofloxacin"
"73597-7","","","","","","","","","","Iclaprim","Iclaprim"
"73598-5","","","","","","","","","","Finafloxacin","Finafloxacin"
"73602-5","","","","","","","","","","Ceftolozan+Tazobactam","Ceftolozan+Tazobactam"
"73603-3","","","","","","","","","","Ceftazidim+Avibactam","Ceftazidim+Avibactam"
"73604-1","","","","","","","","","","Ceftarolin+Avibactam","Ceftarolin+Avibactam"
"74475-5","","","","","","","","","","MERS-Coronavirus RNA ql. /SM PCR","MERS-Coronavirus RNA ql. /Sondermaterial PCR"
"73589-4","","","","","","","","","","Rifaximin","Rifaximin"
"73590-2","","","","","","","","","","Razupenem","Razupenem"
"73593-6","","","","","","","","","","Ormetroprim+Sulfamethoxazol","Ormetroprim+Sulfamethoxazol"
"61188-9","","","","","","","","","","Induzierte Clindamycin Resistenz","Induzierte Clindamycin Resistenz"
"78004-9","","","","","","","","","","Staphylococcus aureus Vancomycin Resistenz","Staphylococcus aureus Vancomycin Resistenz"
"81965-6","","","","","","","","","","IgE w230 Ambrosienkomponente (nAmb a1) RAST","Beifußblättriges Traubenkraut nAmb a 1 IgE RAST"
"81986-2","","","","","","","","","","IgE f416 Weizenkomponente RAST","Weizen Tri19 IgE RAST"
"82010-0","","","","","","","","","","IgE k215 Latexkomponente (rHev b1) RAST","Latex rHev b 1 IgE RAST"
"81985-4","","","","","","","","","","IgE f355 Karpfenkomponente, Parvalbumin RAST","IgE f355 Karpfenkomponente, Parvalb(rCyp c1) RAST"
"81988-8","","","","","","","","","","IgE f420 Pfirsichkomponente, LTP (rPru p3) RAST","Pfirsich rPru p 3 IgE RAST"
"82026-6","","","","","","","","","","IgE o214 CCD Kohlenhydrat-Determinante MUXF3 RAST","IgE o214 CCD Kohlenhydrat-Determinante MUXF3 RAST"
"82029-0","","","","","","","","","","IgE t224 Olivenkomponente (nOle e1) RAST","Olivenbaum nOle e 1 IgE RAST"
"87798-5","","","","","","","","","","Tulathromycin","Tulathromycin"
"87800-9","","","","","","","","","","Pradofloxacin","Pradofloxacin"
"87801-7","","","","","","","","","","Ormetoprim+Sulfadimethoxin","Ormetoprim+Sulfadimethoxin"
"87802-5","","","","","","","","","","Sulfachloropyridazin","Sulfachloropyridazin"
"87803-3","","","","","","","","","","Sulfadimethoxin","Sulfadimethoxin"
"87797-7","","","","","","","","","","Sulfathiazol","Sulfathiazol"
"88604-4","","","","","","","","","","Coronavirus HKU1 RNA ql. /NP PCR","Coronavirus HKU1 RNA ql. /NP PCR"
"88610-1","","","","","","","","","","Coronavirus 229E RNA ql. /NP PCR","Coronavirus 229E RNA ql. /NP PCR"
"81966-4","","","","","","","","","","IgE w231 nArt v1, Beifuß, Majorallergen RAST","Gemeiner Beifuß nArt v 1 IgE RAST"
"81983-9","","","","","","","","","","IgE f353 Sojabohnenkomponente RAST","Sojabohne rGly m 4 IgE RAST"
"82009-2","","","","","","","","","","IgE k203 Phospholipase (nApi m1) RAST","Honigbiene nApi m 1 IgE RAST"
"82011-8","","","","","","","","","","IgE k217 Latexkomponente (rHev b3) RAST","Latex rHev b 3 IgE RAST"
"82012-6","","","","","","","","","","IgE k218 Latexkomponente (rHev b5) RAST","Latex rHev b 5 IgE RAST"
"82014-2","","","","","","","","","","IgE k220 Latexkomponente (rHev b6.02) RAST","IgE k220 Latexkomponente (rHev b6.02) RAST"
"82015-9","","","","","","","","","","IgE k221 Latexkomponente (rHev b8) RAST","Latex rHev b 8 IgE RAST"
"82573-7","","","","","","","","","","IgE t225 Birkenkomponente (rBet v6) RAST","IgE t225 Birkenkomponente (rBet v6) RAST"
"87792-8","","","","","","","","","","Cefovecin","Cefovecin"
"88618-4","","","","","","","","","","Coronavirus NL63 RNA ql. /NP PCR","Coronavirus NL63 RNA ql. /NP PCR"
"93851-4","","","","","","","","","","Delamanid","Delamanid"
"94274-8","","","","","","","","","","Bedaquilin","Bedaquilin"
"88462-7","","","","","","","","","","Carbapeneme","Carbapeneme"
"88626-7","","","","","","","","","","Coronavirus OC43 RNA ql. /NP PCR","Coronavirus OC43 RNA ql. /NP PCR"
"88892-5","","","","","","","","","","Meropenem und Vaborbactam","Meropenem und Vaborbactam"
"93747-4","","","","","","","","","","Parainfluenzavirus(1-4)-AK IgG ql.","Parainfluenzavirus(1-4)-Antikörper IgG qualitativ"
"88886-7","","","","","","","","","","Telavancin","Telavancin"
"88887-5","","","","","","","","","","Isavuconazol","Isavuconazol"
"92856-4","","","","","","","","","","Bordetella parapertussis IS1001 DNA ql. /NP PCR","Bordetella parapertussis IS1001 DNA ql. /NP PCR"
"94769-7","","","","","","","","","","SARS-CoV-2-AK","SARS-CoV-2 Antikörper"
"94845-5","","","","","","","","","","SARS-CoV-2-RNA ql. /OF PCR","SARS-CoV-2-RNA ql. /Speichel PCR"
"94745-7","","","","","","","","","","SARS-CoV-2-RNA /RT PCR","SARS-CoV-2-RNA /Respirationstrakt PCR"
"96119-3","","","","","","","","","","SARS-CoV-2-Ag ql. /NP","SARS-CoV-2-Antigen qualitativ /NP"
"96372-8","","","","","","","","","","Imipenem, Cilastatin und Relebactam","Imipenem, Cilastatin und Relebactam"
"96122-7","","","","","","","","","","SARS-CoV-2 E-Gen ql. /NP PCR","SARS-CoV-2 E-Gen ql. /NP PCR"
"96123-5","","","","","","","","","","SARS-CoV-2 RdRP-Gen ql. /NP PCR","SARS-CoV-2 RdRP-Gen ql. /NP PCR"
"73587-8","","","","","","","","","","Solithromycin","Solithromycin"
"73595-1","","","","","","","","","","Nitazoxanid","Nitazoxanid"
"73600-9","","","","","","","","","","Faropenem","Faropenem"
"73605-8","","","","","","","","","","Ceftarolin","Ceftarolin"
"82008-4","","","","","","","","","","IgE i77 Feldwespengift RAST","IgE i77 Feldwespengift RAST"
"82017-5","","","","","","","","","","IgE k224 Latexkomponente (rHev b11) RAST","IgE k224 Latexkomponente (rHev b11) RAST"
"85824-1","","","","","","","","","","Carbapenem Resistenz Gen (blaIMP) ql.","Carbapenem Resistenz Gen (blaIMP) qualitativ"
"85830-8","","","","","","","","","","Carbapenem Resistenz Gen (blaVIM) ql.","Carbapenem Resistenz Gen (blaVIM) qualitativ"
"86220-1","","","","","","","","","","Carbapenem Resistenz Gen (blaOXA-48) ql.","Carbapenem Resistenz Gen (blaOXA-48) qualitativ"
"86621-0","","","","","","","","","","Methicillin Resistenz Gen (MecC) ql.","Methicillin Resistenz Gen (MecC) ql."
"87791-0","","","","","","","","","","Carbadox","Carbadox"
"88885-9","","","","","","","","","","Delafloxacin","Delafloxacin"
"92855-6","","","","","","","","","","Bordetella parapertussis IS1001 DNA ql. /RT PCR","Bordetella parapertussis IS1001 DNA ql. /RT PCR"
"45270-6","","","","","","","","","","Ak. Leukämiepanel FC","Akutes Leukämiepanel Flowzytometrie"
"45023-9","","","","","","","","","","HLA Typ Zöliakie","HLA-Typisierung zur Zöliakiediagnostik"
"4604-5","","","","","","","","","","Hämoglobin Lepore Fraktion","Hämoglobin Lepore Fraktion"
"93850-6","","","","","","","","","","Pretomanid","Pretomanid"
"94558-4","","","","","","","","","","SARS-CoV-2-Ag ql. /RT","SARS-CoV-2-Antigen qualitativ /Respirationstrakt"
"94563-4","","","","","","","","","","SARS-CoV-2-AK IgG ql.","SARS-CoV-2 Antikörper IgG qualitativ"
"94746-5","","","","","","","","","","SARS-CoV-2-RNA /Material n. spez. PCR","SARS-CoV-2-RNA /Material n. spez. PCR"
"94762-2","","","","","","","","","","SARS-CoV-2-AK ql.","SARS-CoV-2 Antikörper qualitativ"
"96120-1","","","","","","","","","","SARS-CoV-2 RdRP-Gen ql. /BAL PCR","SARS-CoV-2 RdRP-Gen ql. /BAL PCR"
"96121-9","","","","","","","","","","SARS-CoV-2 E-Gen ql. /BAL PCR","SARS-CoV-2 E-Gen ql. /BAL PCR"
"96463-5","","","","","","","","","","Kupfer, freies (kalkuliert)","Kupfer, freies (kalkuliert)"
"96962-6","","","","","","","","","","Bordetella pertussis Toxin Prom. Reg. ql. /RT PCR","Bordetella pertussis Toxin Prom. Reg. ql. /RT PCR"
"96420-5","","","","","","","","","","Daratumumab IF","Daratumumab Immunfixation"
"96741-4","","","","","","","","","","SARS-CoV-2 Mutationsscreening ql. /SM","SARS-CoV-2 Mutationsscreening ql. /Sondermaterial"
"96960-0","","","","","","","","","","Varizella-Zoster-Virus IgM AK-Index","Varizella-Zoster-Virus IgM AK-Index"
"96961-8","","","","","","","","","","Varizella-Zoster-Virus IgG AK-Index","Varizella-Zoster-Virus IgG AK-Index"
"6349-5","","","","","","","","","","Chlamydia trachomatis ql. Kultur /SM","Chlamydia trachomatis ql. Kultur /SM"
"6539-1","","","","","","","","","","Rabiesvirus Kultur /SM","Rabiesvirus Kultur /Sondermaterial"
"6546-6","","","","","","","","","","Rickettsia spp. Kultur /SM","Rickettsia spp. Kultur /Sondermaterial"
"73982-1","","","","","","","","","","Carbapenem Resistenz Gen (blaNDM) ql.","Carbapenem Resistenz Gen (blaNDM) qualitativ"
"76078-5","","","","","","","","","","Influenza A Virus RNA /NP PCR","Influenza A-Virus-RNA /Nasopharyngealsekret PCR"
"44075-0","","","","","","","","","","Bilirubinzylinder /US","Bilirubinzylinder /Urinsediment"
"44723-5","","","","","","","","","","Histiozyten mikroskopisch /KM","Histiozyten mikroskopisch /Knochenmark"
"44798-7","","","","","","","","","","Burkholderia spp. Kultur /SM","Burkholderia spp. Kultur /Sondermaterial"
"10668-2","","","","","","","","","","Pilz Milieukultur /SM","Pilz Milieukultur /Sondermaterial"
"10715-1","","","","","","","","","","Schistosoma spp. /US","Schistosoma spp. /Urinsediment"
"10716-9","","","","","","","","","","Schistosoma spp. Kultur /SM","Schistosoma spp. Kultur /Sondermaterial"
"11369-6","","","","","","","","","","Immunisierungsstatus","Immunisierungsstatus"
"11145-0","","","","","","","","","","5-Hydroxyindolessigsäure/Kreatinin-Ratio /U","5-Hydroxyindolessigsäure/Kreatinin-Ratio /Urin"
"53788-6","","","","","","","","","","Natriumuratkristalle /US","Natriumuratkristalle /Urinsediment"
"547-0","","","","","","","","","","Streptococcus beta-hämolysierend ql. Kultur /SM","Streptococcus beta-hämolysierend ql. Kultur /SM"
"21020-3","","","","","","","","","","Keim Kultur aerob und anaerob /SM","Keim Kultur aerob und anaerob /Sondermaterial"
"21752-1","","","","","","","","","","TCRD Gen Rearrangements","TCRD Gen Rearrangements"
"21375-1","","","","","","","","","","K/L-Ratio [B-Zellen]","Kappa/Lambda-Ratio[B-Zellen]"
"21749-7","","","","","","","","","","Lambda Leichtketten Rearrangements","Lambda Leichtketten Rearrangements"
"87717-5","","","","","","","","","","IgE i214 Bienengiftkomponente Hyaluronidase RAST","Biene rApi m2 IgE RAST"
"88440-3","","","","","","","","","","H2 10 min (Lactose-Atemtest)","H2 10 min (Lactose-Atemtest)"
"88449-4","","","","","","","","","","Faktor IX Akt. chr","Faktor IX (Antihaemophiler Faktor B) Akt. chr."
"34756-7","","","","","","","","","","Zahn-, Mund- und Kieferheilkunde-Befund","Zahn-, Mund- und Kieferheilkunde-Befund"
"34589-2","","","","","","","","","","ADAMTS-13 Aktivität","ADAMTS-13 Aktivität"
"11469-4","","","","","","","","","","Bacillus anthracis ql. Kultur /SM","Bacillus anthracis qualitativ Kultur /SM"
"11550-1","","","","","","","","","","Borrelia burgdorferi ql. Kultur /SM","Borrelia burgdorferi qualitativ Kultur /SM"
"12327-3","","","","","","","","","","Ketamine ql. /U","Ketamine qualitativ /Urin"
"12235-8","","","","","","","","","","Kommentar /US","Kommentar /Urinsediment"
"12655-7","","","","","","","","","","Gluc. 20M n. St.","Glucose 20 min nach Stimulation"
"21751-3","","","","","","","","","","TCRB Gen Rearrangements","TCRB Gen Rearrangements"
"22203-4","","","","","","","","","","Clostridium tetani-AK IgG","Clostridium tetani-Antikörper IgG"
"21816-4","","","","","","","","","","ETV6-PDGFRB Fusion","ETV6-PDGFRB Fusion"
"22150-7","","","","","","","","","","Brucella abortus AK Titer","Brucella abortus Antikörper Titer"
"22157-2","","","","","","","","","","Brucella melitensis AK Titer","Brucella melitensis Antikörper Titer"
"21753-9","","","","","","","","","","TCRG Gen Rearrangements","TCRG Gen Rearrangements"
"22522-7","","","","","","","","","","Salmonella paratyphi B H AK Titer","Salmonella paratyphi B H Antikörper Titer"
"22621-7","","","","","","","","","","Yersinia enterocolitica AK IgM","Yersinia enterocolitica Antikörper IgM"
"22689-4","","","","","","","","","","Zink /24h U","Zink /24h Urin"
"24124-0","","","","","","","","","","Zylinder /US","Zylinder /Urinsediment"
"34353-3","","","","","","","","","","Pentacarboxylporphyrine/Kreatinin-Ratio /U","Pentacarboxylporphyrine/Kreatinin-Ratio /Urin"
"34357-4","","","","","","","","","","Porphobilinogen/Kreatinin-Ratio /U","Porphobilinogen/Kreatinin-Ratio /Urin"
"44938-9","","","","","","","","","","HDV-AK IgM ql.","HDV-AK IgM qualitativ"
"45313-4","","","","","","","","","","Koproporphyrin I/Kreatinin-Ratio /U","Koproporphyrin I/Kreatinin-Ratio /Urin"
"45159-1","","","","","","","","","","Kommentar HBV/HDV","Kommentar HBV/HDV"
"549-6","","","","","","","","","","Bordetella pertussis ql. Kultur /SM","Bordetella pertussis qualitativ Kultur /SM"
"55097-0","","","","","","","","","","Parainfluenza Virus 1 ql. Kultur /SM","Parainfluenza Virus 1 ql. Kultur /Sondermaterial"
"6547-4","","","","","","","","","","Rotavirus Kultur /SM","Rotavirus Kultur /Sondermaterial"
"6581-3","","","","","","","","","","Vibrio spp. Kultur /SM","Vibrio spp. Kultur /Sondermaterial"
"6594-6","","","","","","","","","","Amöben Kultur /SM","Amöben Kultur /Sondermaterial"
"6600-1","","","","","","","","","","Haemophilus spp. Kultur /SM","Haemophilus spp. Kultur /Sondermaterial"
"67862-3","","","","","","","","","","Präoperativer Befund","Präoperativer Befund"
"67814-4","","","","","","","","","","Granulierte Zellen rel. /KM","Granulierte Zellen relativ /Knochenmark"
"68438-1","","","","","","","","","","Vitamin D2+D3, 25-Hydroxy-","Vitamin D2+D3, 25-Hydroxy-"
"76626-1","","","","","","","","","","Masernvirus ql. Kultur /SM","Masernvirus qualitativ Kultur /Sondermaterial"
"74453-2","","","","","","","","","","Histiozyten rel. /KM","Histiozyten rel. /Knochenmark"
"74941-6","","","","","","","","","","Moclobemid","Moclobemid"
"75496-0","","","","","","","","","","Telemedizin Bericht","Telemedizin Bericht"
"88712-5","","","","","","","","","","Lipase /PD","Lipase /Peritonealdialysat"
"88990-7","","","","","","","","","","Sertindol","Sertindol"
"89366-9","","","","","","","","","","vWF:CBA Inhibitor","vWF:CBA Inhibitor"
"90001-9","","","","","","","","","","MRSA-DNA /N PCR","MRSA-DNA /Nasenabstrich PCR"
